num_job,num_machine,mean,std,seed,I_b,I_f,baseline,RANDOM_best,RANDOM_time,RUBI_best,RUBI_time,GT_best,GT_time
30,45,30,10,0,0.2567049808429119,0.27351097178683387,3691.37,3265,9.802707195281982,2274,20.11195993423462,2276,22.417389154434204
30,50,30,10,0,0.23724137931034484,0.2547501759324419,3907.26,3553,10.497269868850708,2528,23.156955003738403,2444,25.444602966308594
30,60,30,10,0,0.20747126436781607,0.19871420222092342,4462.31,4018,13.12035346031189,2792,27.331916332244873,2787,30.205930471420288
30,70,30,10,0,0.18719211822660098,0.1819090454772614,4934.03,4497,15.058732271194458,3103,31.49887180328369,3099,34.870140075683594
30,80,30,10,0,0.16551724137931034,0.17328677433435183,5356.51,4978,17.588107585906982,3498,37.3253128528595,3374,41.781797885894775
30,90,30,10,0,0.1413793103448276,0.13560635412630764,5820.42,5434,19.240766763687134,3772,42.511231422424316,3654,46.36304473876953
30,100,30,10,0,0.13344827586206898,0.13897596656217345,6236.37,5777,22.058042287826538,4072,46.30708336830139,4030,51.88626837730408
35,5,30,10,0,0.8823529411764707,0.8823529411764706,1548.74,1326,1.6445670127868652,1217,3.0087921619415283,1217,4.212622165679932
35,10,30,10,0,0.7441176470588234,0.738562091503268,1898.49,1560,2.876127004623413,1331,6.650593519210815,1296,7.2428812980651855
35,15,30,10,0,0.6215686274509804,0.6260504201680673,2206.0,1907,3.853163242340088,1401,8.775978803634644,1464,10.71487808227539
35,20,30,10,0,0.5338235294117647,0.5588235294117648,2527.47,2209,5.4018659591674805,1612,11.021376371383667,1635,13.002512454986572
35,25,30,10,0,0.48352941176470593,0.463235294117647,2929.26,2605,6.462694406509399,1941,13.946083307266235,1821,15.855453252792358
35,30,30,10,0,0.4147058823529412,0.41784989858012167,3182.8,2884,8.235692024230957,2025,15.901425838470459,2001,19.09027647972107
35,35,30,10,0,0.37731092436974784,0.3693771626297578,3417.13,3094,8.7683744430542,2133,18.944960117340088,2133,21.976808309555054
35,40,30,10,0,0.3338235294117647,0.332579185520362,3747.9,3329,10.463980197906494,2393,20.59370231628418,2332,23.821894645690918
35,45,30,10,0,0.2973856209150326,0.2914438502673797,4019.46,3562,10.782492399215698,2506,23.459970235824585,2453,26.534629821777344
35,50,30,10,0,0.28764705882352937,0.2851140456182473,4278.77,3894,11.807104110717773,2697,25.634814023971558,2626,29.19893217086792
35,60,30,10,0,0.24019607843137253,0.24626121635094714,4775.79,4412,13.626753091812134,3069,30.99341893196106,2938,35.55964756011963
35,70,30,10,0,0.21218487394957983,0.20971867007672632,5234.35,4837,16.722941398620605,3418,37.562371015548706,3242,42.567118883132935
